"EnsemblId" "GeneName" "PC1" "PC2" "distance_to_hsp"
"2396" "ENSG00000100852" "ARHGAP5" 2.42008738028069 1.11198486015029 0.242093225815922
"1506" "ENSG00000080709" "KCNN2" 2.55953592738458 0.786328613442742 0.246073981927063
"9638" "ENSG00000153187" "HNRNPU" 2.58617976970211 1.25991724252801 0.248737947924319
"3312" "ENSG00000106459" "NRF1" 2.8539442372052 0.881784119979755 0.250898734318291
"4628" "ENSG00000116809" "ZBTB17" 2.43312026902661 1.16322313653239 0.255431400819184
"11674" "ENSG00000165699" "TSC1" 2.49947240022776 0.804852991535641 0.256839410381965
"4216" "ENSG00000113657" "DPYSL3" 2.44907141940664 1.18837061850639 0.258356909994255
"3528" "ENSG00000108424" "KPNB1" 2.89061725069361 0.938637284951814 0.259862357823112
"4873" "ENSG00000119042" "SATB2" 2.88309562922119 1.12614355038218 0.263326479206363
"15394" "ENSG00000182979" "MTA1" 2.5597136852065 0.761319015280378 0.269676092100719
"3823" "ENSG00000110880" "CORO1C" 2.71001705496133 0.752084621108732 0.273992151901081
"507" "ENSG00000033800" "PIAS1" 2.61242470360861 0.745296634874049 0.274204044059065
"5927" "ENSG00000127483" "HP1BP3" 2.82775335564597 1.2224664611525 0.275669628468188
"11816" "ENSG00000166266" "CUL5" 2.73810351686642 0.755194996428615 0.279242452371541
"9482" "ENSG00000151923" "TIAL1" 2.90603561764879 1.12303974093151 0.283222594403837
"11166" "ENSG00000163873" "GRIK3" 2.63099972142982 0.733883234891397 0.28415399088975
"17702" "ENSG00000198176" "TFDP1" 2.37797492810788 1.12100897897485 0.284512657656121
"7515" "ENSG00000137692" "DCUN1D5" 2.46237623231274 1.23820944470706 0.285044424898957
"3689" "ENSG00000109670" "FBXW7" 2.90963462379056 1.13374103864099 0.290668139752479
"3810" "ENSG00000110768" "GTF2H1" 2.5529699796866 0.739698743222131 0.292322184689923
"10507" "ENSG00000160551" "TAOK1" 2.93896270155164 1.03965679910174 0.296670785778192
"6434" "ENSG00000131323" "TRAF3" 2.40180573633962 1.19049751002031 0.296739403984778
"3593" "ENSG00000108821" "COL1A1" 2.33988255077861 1.04766230654222 0.304686066724313
"7368" "ENSG00000136875" "PRPF4" 2.42380384102161 1.23150434720204 0.306217198761838
"11437" "ENSG00000164742" "ADCY1" 2.78065299219855 0.742905250740864 0.307370728132602
"12283" "ENSG00000168066" "SF1" 2.86904898563519 1.22947161216265 0.309623404842739
"3146" "ENSG00000105613" "MAST1" 2.94503163164188 1.09302064926404 0.311165786947682
"9539" "ENSG00000152413" "HOMER1" 2.47304051242346 1.28357028099442 0.315538999813003
"4831" "ENSG00000118564" "FBXL5" 2.86883705894131 1.23944928269969 0.316377734396368
"14640" "ENSG00000179134" "SAMD4B" 2.66243638102028 1.33363129906497 0.316443163733303
"849" "ENSG00000062725" "APPBP2" 2.33560827204425 1.12212309523905 0.324713016806243
"5486" "ENSG00000124214" "STAU1" 2.90592766408175 0.824210253128611 0.326416309570928
"16913" "ENSG00000189091" "SF3B3" 2.62633905423286 0.691679935799454 0.326529991397347
"692" "ENSG00000051180" "RAD51" 2.3938206586229 1.2292038567105 0.326864322716385
"7436" "ENSG00000137203" "TFAP2A" 2.39236903654431 1.22781392944505 0.327078451424913
"2648" "ENSG00000102225" "CDK16" 2.3213190172274 0.951987733801898 0.328437723092704
"7516" "ENSG00000137693" "YAP1" 2.38953608014245 1.23210012521489 0.332005761755927
"7388" "ENSG00000136937" "NCBP1" 2.83028245779054 1.2950842328288 0.334567364203124
"5123" "ENSG00000120948" "TARDBP" 2.86591457805445 0.766587605745944 0.335773507261739
"17858" "ENSG00000198700" "IPO9" 2.3922232817185 0.793075053757893 0.336795249919714
"2358" "ENSG00000100605" "ITPK1" 2.32878504143234 0.893074985745992 0.338149217293191
"8937" "ENSG00000147140" "NONO" 2.69490191628849 1.35663282010014 0.342790103279727
"4218" "ENSG00000113712" "CSNK1A1" 2.30193169800615 0.982764258611627 0.342960122567927
"270" "ENSG00000010671" "BTK" 2.56797366426446 1.35307203312272 0.343605888990599
"1129" "ENSG00000070756" "PABPC1" 2.30453726387749 0.949606198876863 0.345357922215807
"15707" "ENSG00000184226" "PCDH9" 2.83373778922907 0.727501093174891 0.347281501974064
"651" "ENSG00000048828" "FAM120A" 2.55909392234563 0.679852763961288 0.348211766623379
"10105" "ENSG00000157404" "KIT" 2.73047002437253 0.680262981527156 0.348641609346142
"15220" "ENSG00000182247" "UBE2E2" 2.49154061706997 0.702627282736471 0.349701381018296
"4421" "ENSG00000115380" "EFEMP1" 2.7478123332004 1.35184358882442 0.350090799185108
"16382" "ENSG00000186908" "ZDHHC17" 2.99591760559202 1.01041722237905 0.352894749853653
"16097" "ENSG00000185811" "IKZF1" 2.78189260468729 1.34724230847668 0.357504170230899
"4146" "ENSG00000113161" "HMGCR" 2.60963997471816 0.657312916821855 0.362016158337866
"4684" "ENSG00000117222" "RBBP5" 2.27966971423282 1.03344953361334 0.363767614108831
"11792" "ENSG00000166181" "API5" 2.64485207225057 0.652010256401918 0.36577342853791
"3572" "ENSG00000108671" "PSMD11" 2.3117608814672 0.85995630622059 0.367006190259882
"1338" "ENSG00000076108" "BAZ2A" 2.55832615161631 0.655862879445612 0.371712494899385
"7930" "ENSG00000140153" "WDR20" 2.58153371940435 1.38467768135553 0.372027754666896
"13273" "ENSG00000172262" "ZNF131" 2.83783416142526 1.33489893091879 0.372137430353108
"5361" "ENSG00000123200" "ZC3H13" 3.01578124599979 1.01850026222766 0.372682281299064
"9674" "ENSG00000153560" "UBP1" 2.27008227789604 0.991042721541537 0.373974361752345
"8391" "ENSG00000143393" "PI4KB" 2.33727376083632 0.802338889064695 0.374091075667523
"10110" "ENSG00000157450" "RNF111" 2.76074580267275 0.660028397829335 0.376598534672716
"17974" "ENSG00000198910" "L1CAM" 3.02013087828163 1.03210416179456 0.377303239563432
"7560" "ENSG00000137845" "ADAM10" 2.75629762000871 0.654802502214116 0.380218449419509
"1907" "ENSG00000090975" "PITPNM2" 2.61079009489985 0.636617136756821 0.382529273886546
"13592" "ENSG00000173757" "STAT5B" 2.57252498575221 1.3976736205986 0.386394018583474
"13837" "ENSG00000175115" "PACS1" 2.80806321020121 0.667765329249111 0.38694041271075
"5149" "ENSG00000121274" "PAPD5" 2.31336670031812 1.22750096420477 0.390777332767321
"12408" "ENSG00000168610" "STAT3" 2.65454846725318 0.626346095153271 0.391600785791659
"17921" "ENSG00000198822" "GRM3" 2.25690907255986 1.08716042656204 0.392373401122084
"2917" "ENSG00000104388" "RAB2A" 2.28670204595136 0.850244758653187 0.393811053331211
"20206" "ENSG00000205323" "SARNP" 2.24847049151661 0.971052455446516 0.39738595526252
"2330" "ENSG00000100505" "TRIM9" 2.26600831428248 0.888780691035789 0.398545572885333
"7733" "ENSG00000138757" "G3BP2" 2.89334135931227 0.706962288317543 0.399034131680993
"1232" "ENSG00000073584" "SMARCE1" 2.95464965504896 0.764400190557522 0.401577472279929
"2992" "ENSG00000104885" "DOT1L" 2.87517362560944 1.34787618822214 0.40351227596774
"2010" "ENSG00000094880" "CDC23" 2.26877721832888 1.1697556785224 0.403997592056668
"10080" "ENSG00000157193" "LRP8" 2.7833596281778 1.39711286245373 0.404433762066812
"9849" "ENSG00000155096" "AZIN1" 2.25583471818258 1.13782362138512 0.405443868700654
"5768" "ENSG00000125952" "MAX" 2.70822416200485 1.41936163618817 0.406828493415302
"3178" "ENSG00000105705" "SUGP1" 2.32850393722703 1.27632144654927 0.407203161434811
"5825" "ENSG00000126457" "PRMT1" 2.61684573279568 1.4267726660918 0.409834953723645
"13614" "ENSG00000173889" "PHC3" 3.01114930333817 0.835007159238217 0.41093340399788
"11017" "ENSG00000163462" "TRIM46" 2.4240732429723 1.37002444759995 0.414787999271671
"6360" "ENSG00000130826" "DKC1" 2.50935127741294 1.41095693181561 0.415303664057019
"2650" "ENSG00000102230" "PCYT1B" 2.23609352267554 1.11093163871859 0.41753002354875
"13893" "ENSG00000175387" "SMAD2" 2.31615134713582 0.757247496808642 0.418057553847864
"4179" "ENSG00000113387" "SUB1" 2.27760568601063 1.22180230953008 0.418582319694499
"9639" "ENSG00000153201" "RANBP2" 2.2239320144944 1.02373968148845 0.419210019417943
"9147" "ENSG00000148835" "TAF5" 2.28679928496236 1.24363171413361 0.421852091313227
"2073" "ENSG00000097007" "ABL1" 2.23143702863094 0.912736287814583 0.42485314776703
"16945" "ENSG00000189221" "MAOA" 2.2265829486158 1.10457472574757 0.425463965265465
"9335" "ENSG00000150753" "CCT5" 2.80484279992736 1.41396155683948 0.427926483399535
"8723" "ENSG00000145604" "SKP2" 2.28754165200021 0.777892604827018 0.428913994314053
"9428" "ENSG00000151553" "FAM160B1" 2.7374172970893 1.43675806430562 0.429463461255077
"1579" "ENSG00000082701" "GSK3B" 2.41778859176899 0.65185361163456 0.429728780190513
"5949" "ENSG00000127663" "KDM4B" 3.00904154670702 0.791416367286193 0.430294928146248
"3525" "ENSG00000108406" "DHX40" 2.35684738536773 0.69460069560356 0.431723171649207
"10586" "ENSG00000161057" "PSMC2" 2.49086581079762 1.42278430766267 0.432670833414513
"1824" "ENSG00000089157" "RPLP0" 2.31760059471594 0.730006790851256 0.434468373162224
"12730" "ENSG00000169967" "MAP3K2" 2.95844109732147 1.31682857628815 0.434592428375061
"15819" "ENSG00000184708" "EIF4ENIF1" 2.62769923383206 0.581649601441948 0.43640170747868
"6643" "ENSG00000132680" "KIAA0907" 2.25981876347748 0.808194759005012 0.436840938061627
"3603" "ENSG00000108848" "LUC7L3" 2.97146304920929 1.30681058874531 0.437448845021419
"11807" "ENSG00000166233" "ARIH1" 2.42646456786017 1.40129104252383 0.440467793455837
"973" "ENSG00000066382" "MPPED2" 2.27851902645377 1.26607720476947 0.441101798029652
"17903" "ENSG00000198791" "CNOT7" 2.34727368670555 1.35215839757015 0.446455219801196
"14214" "ENSG00000176986" "SEC24C" 2.47510154787378 0.603321081192915 0.447212629993832
"8160" "ENSG00000141646" "SMAD4" 2.32380084498755 0.704017438438727 0.44765875116595
"13994" "ENSG00000175931" "UBE2O" 2.4258069548207 1.4099814088657 0.448373134728138
"10242" "ENSG00000158545" "ZC3H18" 2.19429577120983 1.00551485593692 0.448971439285125
"3755" "ENSG00000110171" "TRIM3" 2.20081572866095 0.93065508825027 0.450783471621964
"10119" "ENSG00000157540" "DYRK1A" 2.53230120219482 0.580250979893447 0.451339664991153
"8120" "ENSG00000141456" "PELP1" 2.23387110555122 1.20852670175934 0.451500289135513
"3489" "ENSG00000108061" "SHOC2" 2.24702317413487 1.23692915376499 0.452662302855327
"4266" "ENSG00000114209" "PDCD10" 2.80139820533764 0.593455332735115 0.452890071479752
"2972" "ENSG00000104824" "HNRNPL" 2.19089370606331 0.991489741685692 0.452969510036412
"15502" "ENSG00000183431" "SF3A3" 2.29310784890646 1.31176065813377 0.457076796587836
"10872" "ENSG00000162923" "WDR26" 2.72090302462899 1.4690219563124 0.457900785496475
"8974" "ENSG00000147421" "HMBOX1" 2.82206486850198 0.595249737455392 0.458868101452207
"234" "ENSG00000009335" "UBE3C" 3.057542602542 1.21693031013288 0.459808657545336
"5270" "ENSG00000122482" "ZNF644" 2.205709426375 1.16255525210388 0.460727945870506
"10390" "ENSG00000159720" "ATP6V0D1" 2.28078054601677 1.30613074987396 0.463056791728832
"2356" "ENSG00000100603" "SNW1" 2.49352402218283 0.579026781454284 0.463548065032468
"7125" "ENSG00000135624" "CCT7" 2.27759035077601 0.730575060037343 0.464847759229751
"4089" "ENSG00000112640" "PPP2R5D" 2.4690901694084 0.585273323922808 0.466198331766046
"10458" "ENSG00000160216" "AGPAT3" 2.17657905380769 1.03610091494868 0.466880233365383
"4320" "ENSG00000114742" "WDR48" 2.6748547005474 0.551598885906127 0.467260885765027
"2464" "ENSG00000101191" "DIDO1" 2.18301281687569 0.92109678547295 0.470135565088649
"5812" "ENSG00000126261" "UBA2" 2.86549356061048 1.43326299638298 0.471259581132532
"1056" "ENSG00000068831" "RASGRP2" 2.90858700632391 1.40729737081314 0.471389130056426
"14294" "ENSG00000177380" "PPFIA3" 3.10217172133455 1.1285657785121 0.472250736703194
"7639" "ENSG00000138207" "RBP4" 2.2724031328622 1.310932683032 0.47260418196571
"7326" "ENSG00000136709" "WDR33" 2.6593389310629 0.543913289455753 0.474144373669586
"919" "ENSG00000065243" "PKN2" 2.82003333956467 0.575682349031677 0.476188414179212
"13705" "ENSG00000174437" "ATP2A2" 2.7788923252208 0.560098012440623 0.477401277394652
"14046" "ENSG00000176208" "ATAD5" 2.76610407226441 0.555459211889673 0.478403722637946
"3468" "ENSG00000107882" "SUFU" 2.82443761301575 1.46056673992491 0.478480933690437
"13675" "ENSG00000174243" "DDX23" 2.28662661087272 0.6915637917084 0.483207735705554
"9502" "ENSG00000152127" "MGAT5" 2.38404559950232 0.609831832411727 0.483249724321763
"1722" "ENSG00000087087" "SRRT" 2.44816605535608 0.574691881385052 0.484072037166707
"7409" "ENSG00000137075" "RNF38" 2.84494378908359 0.577332468175688 0.484494198300068
"7892" "ENSG00000139842" "CUL4A" 2.76566777800544 0.547424275189926 0.486062720695246
"1508" "ENSG00000080815" "PSEN1" 2.94749070940833 0.636415785648097 0.487946905580264
"2069" "ENSG00000096746" "HNRNPH3" 2.15602831170805 1.06278128567473 0.489145849273773
"7295" "ENSG00000136504" "KAT7" 2.15594480846184 0.950297152834878 0.491806584402555
"13707" "ENSG00000174444" "RPL4" 2.6928098944458 1.50784070862097 0.492575992246025
"1191" "ENSG00000072364" "AFF4" 3.10906018725783 1.17788306901904 0.492699064685663
"3483" "ENSG00000108001" "EBF3" 2.35013003667768 0.620542475677598 0.493587321941086
"1445" "ENSG00000078900" "TP73" 2.41005490838686 0.581903575090469 0.494264774856488
"17353" "ENSG00000197122" "SRC" 2.22369630512213 1.28648078716357 0.498095938746226
"10711" "ENSG00000162337" "LRP5" 3.02241546126912 0.691337469637314 0.500444668799631
"1229" "ENSG00000073464" "CLCN4" 2.16069073557545 0.875202897947659 0.503037230988237
"2399" "ENSG00000100883" "SRP54" 2.46652706073185 0.546354003686964 0.503408253574383
"937" "ENSG00000065559" "MAP2K4" 3.02729778471393 0.689954773530716 0.505051720634795
"500" "ENSG00000033050" "ABCF2" 2.13879989333561 1.05338448249159 0.505555112793705
"12371" "ENSG00000168439" "STIP1" 2.24305851707214 1.33040322625589 0.507707120016205
"8726" "ENSG00000145632" "PLK2" 2.13641660661763 1.05301501364985 0.507906744040121
"1875" "ENSG00000090372" "STRN4" 3.03331418672914 1.34424647189807 0.508771134939118
"5631" "ENSG00000125304" "TM9SF2" 2.54415945292859 1.51754748460178 0.509467581204375
"6517" "ENSG00000131876" "SNRPA1" 2.25416879158098 1.35344949693692 0.513752447463196
"16229" "ENSG00000186260" "MKL2" 2.86771626446188 0.551845862794519 0.517249224687304
"17867" "ENSG00000198720" "ANKRD13B" 2.1649094088109 0.819116669411255 0.517815443053622
"8218" "ENSG00000142208" "AKT1" 2.12094071230954 1.01726096511868 0.522159206843899
"11237" "ENSG00000164076" "CAMKV" 2.21985210294782 1.32544476737662 0.523255597880114
"1153" "ENSG00000071243" "ING3" 2.26004473483389 0.660172725647188 0.524035946084882
"3727" "ENSG00000109971" "HSPA8" 3.07500413210927 1.31472046888717 0.524133015809168
"4530" "ENSG00000116106" "EPHA4" 2.9519571629547 0.593256050101131 0.52498867091848
"17371" "ENSG00000197170" "PSMD12" 2.11831759545885 0.994938774147172 0.525278892791336
"5573" "ENSG00000124702" "KLHDC3" 2.39137116324676 1.48057949891082 0.526831175919062
"9970" "ENSG00000156261" "CCT8" 2.62354708149786 0.490330305192137 0.527811465226518
"739" "ENSG00000054965" "FAM168A" 2.15084053781752 1.20941950143555 0.528247044631062
"10016" "ENSG00000156642" "NPTN" 2.11417018985255 1.04623721373212 0.529694467023769
"2004" "ENSG00000094631" "HDAC6" 2.6184484933527 0.485444089210016 0.532905860245224
"7712" "ENSG00000138668" "HNRNPD" 2.15377933654265 0.80428422814386 0.533867592368821
"1371" "ENSG00000077147" "TM9SF3" 2.6860156277303 1.55149211980252 0.535435294420036
"533" "ENSG00000036549" "ZZZ3" 2.44076439662461 0.519250059541859 0.538025231354608
"2281" "ENSG00000100353" "EIF3D" 2.20509977867358 0.704319303493827 0.538610419689957
"5596" "ENSG00000124813" "RUNX2" 2.59889948247792 0.477996702524478 0.541589429644394
"1135" "ENSG00000070808" "CAMK2A" 2.17351576327795 0.747559227178206 0.541782268531885
"3447" "ENSG00000107758" "PPP3CB" 3.05203204975271 1.37476829529791 0.542832116976471
"8239" "ENSG00000142459" "EVI5L" 2.1379052636863 1.2285228406355 0.547388473451389
"4582" "ENSG00000116560" "SFPQ" 2.38658248606512 1.50198969531355 0.547960388341261
"2447" "ENSG00000101138" "CSTF1" 2.20443867408283 1.34865366164903 0.549455349850201
"11723" "ENSG00000165916" "PSMC3" 2.09195042603149 0.994210555206019 0.55165294753495
"6740" "ENSG00000133216" "EPHB2" 3.14470861923784 1.24750135725787 0.551709782349537
"7547" "ENSG00000137815" "RTF1" 2.09534342542406 1.08882883833169 0.552344914610764
"4303" "ENSG00000114554" "PLXNA1" 3.19465576850438 1.06747728837648 0.553790583535559
"12666" "ENSG00000169710" "FASN" 2.1216641460901 1.20446118632569 0.553845694923993
"1593" "ENSG00000083307" "GRHL2" 2.24808180097452 0.623656100849586 0.558007485463345
"615" "ENSG00000047056" "WDR37" 2.22782261958265 0.644031049257228 0.558697517851581
"9619" "ENSG00000153046" "CDYL" 2.42763443393822 0.502060157426057 0.558920111743422
"6606" "ENSG00000132485" "ZRANB2" 2.08959462541198 1.10004002242742 0.559584328655323
"4497" "ENSG00000115875" "SRSF7" 2.09026309290814 0.930950666637963 0.559613720207246
"2737" "ENSG00000102974" "CTCF" 2.11977251920701 1.21898779775757 0.560674667137703
"5552" "ENSG00000124571" "XPO5" 2.29347325737817 0.579158681032814 0.560916066858799
"4813" "ENSG00000118454" "ANKRD13C" 2.12468072690654 0.802144662365321 0.561477131825715
"9177" "ENSG00000149136" "SSRP1" 2.39457564984012 1.52228986532672 0.562401019086076
"11089" "ENSG00000163634" "THOC7" 2.0930736192999 1.14098683943694 0.56365654347411
"2649" "ENSG00000102226" "USP11" 2.30745087794154 0.564059461647979 0.564377504405746
"9097" "ENSG00000148400" "NOTCH1" 2.42870150426179 1.54009459173028 0.564605737218224
"7873" "ENSG00000139687" "RB1" 3.18849066995579 1.16828080830327 0.565775573518324
"3638" "ENSG00000109111" "SUPT6H" 2.98496230201561 0.563628943010021 0.568438898640359
"1577" "ENSG00000082641" "NFE2L1" 2.46266258251964 1.55698398394578 0.568593905195867
"1938" "ENSG00000091622" "PITPNM3" 2.19200335495734 0.668338843124649 0.570610761881905
"8994" "ENSG00000147548" "WHSC1L1" 3.20778664472271 1.10006300179015 0.5706504758578
"15451" "ENSG00000183207" "RUVBL2" 3.04606341394335 1.42384546535419 0.572074614335869
"6490" "ENSG00000131725" "WDR44" 2.76246310416206 0.455985269308131 0.574334723374648
"7283" "ENSG00000136448" "NMT1" 2.17366987149359 1.34873173273235 0.57436374960514
"1025" "ENSG00000067842" "ATP2B3" 3.13372624090753 1.31645354406597 0.574387180016032
"9806" "ENSG00000154727" "GABPA" 2.07168674707492 0.958125901300255 0.574518293259755
"4504" "ENSG00000115935" "WIPF1" 2.16484199635312 0.698853759832033 0.574842599271045
"5840" "ENSG00000126583" "PRKCG" 2.32326234125984 1.49832434231519 0.577251478540061
"13172" "ENSG00000171843" "MLLT3" 2.91177972171218 0.506826159567049 0.577288729757286
"8221" "ENSG00000142230" "SAE1" 2.09610352972439 1.20345880782202 0.577651779674017
"3737" "ENSG00000110048" "OSBP" 2.06890406607201 1.09885791915286 0.579891622797392
"9434" "ENSG00000151612" "ZNF827" 2.25391326612655 0.585295567253331 0.581814739734488
"12392" "ENSG00000168522" "FNTA" 2.07583105213735 1.15019022990531 0.582517193067668
"2045" "ENSG00000095787" "WAC" 3.19552997188343 0.832749917530337 0.582593502541954
"17090" "ENSG00000196323" "ZBTB44" 2.11679478377343 1.26763676546151 0.582602337883889
"12762" "ENSG00000170144" "HNRNPA3" 2.20348181927125 1.40036764094611 0.582784302198944
"8385" "ENSG00000143376" "SNX27" 2.2988051828901 1.48799198101589 0.582785104158315
"14099" "ENSG00000176444" "CLK2" 2.27479616337157 1.46988088608622 0.583132182184495
"13446" "ENSG00000173039" "RELA" 3.06965760896402 1.418232471513 0.585076298570317
"1724" "ENSG00000087095" "NLK" 2.94530643144213 1.5192440768487 0.585487545991268
"3339" "ENSG00000106615" "RHEB" 2.44869747428964 1.57108004445252 0.586458623691575
"5253" "ENSG00000122299" "ZC3H7A" 2.50024390499182 0.445704822440166 0.589641576808582
"10349" "ENSG00000159352" "PSMD4" 2.16128578476372 1.35839436327139 0.590053477167015
"10813" "ENSG00000162706" "CADM3" 2.23210465160746 1.44210352103666 0.590734952535205
"6761" "ENSG00000133422" "MORC2" 2.86277766564869 0.468591821033259 0.591494309282525
"17942" "ENSG00000198853" "RUSC2" 2.6173731741855 1.61007140825961 0.592850379186578
"11875" "ENSG00000166477" "LEO1" 2.07275005654191 1.1843139723527 0.594165302672994
"7256" "ENSG00000136261" "BZW2" 2.61926689699485 0.423900138944103 0.594357367892683
"1736" "ENSG00000087258" "GNAO1" 2.68192729456318 1.61089634869713 0.594386403491694
"5276" "ENSG00000122515" "ZMIZ2" 2.2123829659532 0.608051751331266 0.594469250174239
"8709" "ENSG00000145431" "PDGFC" 2.07760640798149 0.832603050796509 0.595040278081404
"17228" "ENSG00000196700" "ZNF512B" 2.122375969674 1.3109186837911 0.597564851800487
"12275" "ENSG00000168036" "CTNNB1" 2.77138226646811 0.433223032276619 0.598466937676704
"1041" "ENSG00000068366" "ACSL4" 3.1457419571588 1.34363387533903 0.599024506643421
"2360" "ENSG00000100614" "PPM1A" 2.33146201365547 1.53372746536225 0.602760599253515
"293" "ENSG00000011304" "PTBP1" 2.92246211606543 1.55271035271942 0.603485221000833
"2789" "ENSG00000103249" "CLCN7" 2.12544409136867 0.704191372324814 0.605231191516148
"1467" "ENSG00000079432" "CIC" 3.0919675684863 1.42484408171121 0.60595707932075
"1478" "ENSG00000079805" "DNM2" 3.21820014345149 0.824727937477248 0.606637836687805
"12509" "ENSG00000169032" "MAP2K1" 2.14952152774628 1.37710239098469 0.610518078040964
"4359" "ENSG00000115053" "NCL" 2.39147770467984 1.5740953961444 0.610574319781309
"20216" "ENSG00000205339" "IPO7" 2.96161038509173 1.53992339650687 0.611623530539669
"9436" "ENSG00000151617" "EDNRA" 2.1085896815667 1.31598321863724 0.612067303814577
"10082" "ENSG00000157212" "PAXIP1" 2.48880155656739 0.425042546238683 0.612490805022913
"10719" "ENSG00000162374" "ELAVL4" 2.05569409296429 0.843888687488253 0.612603715585047
"11616" "ENSG00000165494" "PCF11" 2.10485983216451 1.31291320816477 0.613845279725726
"2370" "ENSG00000100664" "EIF5" 2.26697783967139 0.530273654992375 0.615734976499983
"3358" "ENSG00000106723" "SPIN1" 2.22431733331004 1.47026387498591 0.616539341733418
"2263" "ENSG00000100316" "RPL3" 2.37480019424856 1.57530217361201 0.618721383399864
"17298" "ENSG00000196950" "SLC39A10" 2.05740059756474 0.799101549584742 0.625190718146673
"6116" "ENSG00000129173" "E2F8" 2.05199564559415 0.806724151422231 0.627653019229036
"13174" "ENSG00000171848" "RRM2" 2.02716813489435 1.14248194151199 0.628428474738749
"294" "ENSG00000011332" "DPF1" 2.0381716670612 0.845221601747889 0.629058107389359
